Mask No,PRODUCT_NAME,LEASE_TENOR_INCLUDING_HP_cluster,VEHICLE_AGE,YOM,LEASE_TENOR_INCLUDING_HP,TOTAL INCOME_NUM,TOTAL INCOME,CUSTOMER AGE,Exp,Sub_purpose_code_based_on_risk,CRIB_SCORE,Percentage_of_Total_Current_Balance_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Arrears_Amount_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Installments_to_Total_Current_Balance_slabs,Cluster
7105,Three Wheeler-Lease-Registered,36-48,13,2011,37,120000,120000+,30,0.428733236,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
7106,Three Wheeler-Lease-Registered,36-48,14,2010,37,60000,60000-80000,19,0.6363125,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7107,Three Wheeler-Lease-Registered,60+,14,2010,61,60000,60000-80000,19,1.133478562,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7108,CASH IN HAND,48-60,14,2010,49,120000,120000+,42,0.563646131,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Red
7109,CASH IN HAND,36-48,10,2014,37,75000,60000-80000,47,0.515335802,Low_risk_sub_purpose_code,0-20,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
7110,Three Wheeler-Lease-Registered,36-48,13,2011,37,75000,60000-80000,43,0.648943467,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,less than 2 percentage,Green
7111,CASH IN HAND,60+,8,2016,61,100000,100000-120000,49,0.592202584,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
7112,CASH IN HAND,48-60,12,2012,49,100000,100000-120000,44,0.635277949,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7113,CASH IN HAND,24-36,18,2006,25,80000,80000-100000,53,0.258434146,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 10 - 15 percentage,between 2- 5 percentage,Red
7114,Three Wheeler-Lease-Registered,24-36,17,2007,25,300000,120000+,44,0.846393277,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
7115,Three Wheeler-Lease-Registered,36-48,14,2010,37,120000,120000+,50,0.626870015,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
7116,Three Wheeler-Lease-Registered,48-60,15,2009,49,95000,80000-100000,33,0.609815114,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
7117,CASH IN HAND,24-36,10,2014,31,80000,80000-100000,50,0.309183815,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7119,Three Wheeler-Lease-Registered,48-60,10,2014,49,120000,120000+,18,0.64022809,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7120,CASH IN HAND,60+,10,2014,61,100000,100000-120000,45,0.579974157,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
7121,CASH IN HAND,60+,9,2015,61,700000,120000+,31,0.64424386,Low_risk_sub_purpose_code,0-20,between 50 - 100 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
7122,CASH IN HAND,60+,9,2015,73,80000,80000-100000,36,0.563518461,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
7123,CASH IN HAND,36-48,8,2016,43,6000,< 40000,50,0.229263069,Medium_risk_sub_purpose_code,40-60,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
7124,CASH IN HAND,60+,14,2010,61,100000,100000-120000,35,0.69766731,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
7125,CASH IN HAND,< 24,6,2018,19,100000,100000-120000,48,0.216971602,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
7127,CASH IN HAND,< 24,20,2004,13,80000,80000-100000,39,0.219894,Low_risk_sub_purpose_code,20-40,less than 50 percentage,above 15 percentage,above 10 percentage,Green
7128,CASH IN HAND,36-48,12,2012,37,110000,100000-120000,27,0.39206709,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
7129,CASH IN HAND,48-60,10,2014,49,55000,40000-60000,40,0.422066127,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7130,Three Wheeler-Lease-Registered,36-48,19,2005,37,80000,80000-100000,33,0.537752463,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,above 15 percentage,less than 2 percentage,Green
7131,CASH IN HAND,60+,12,2012,61,150000,120000+,49,0.726920976,Medium_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
7132,CASH IN HAND,60+,16,2008,61,900000,120000+,29,0.802138562,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Green
7133,CASH IN HAND,36-48,12,2012,37,100000,100000-120000,33,0.525764532,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7134,CASH IN HAND,60+,15,2009,61,95000,80000-100000,42,0.49425791,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
7135,Three Wheeler-Lease-Registered,60+,11,2013,73,600000,120000+,44,0.688029524,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7136,CASH IN HAND,36-48,13,2011,37,100000,100000-120000,24,0.323511742,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7137,CASH IN HAND,36-48,18,2006,37,85000,80000-100000,41,0.298964286,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7138,CASH IN HAND,24-36,9,2015,25,200000,120000+,33,0.636067606,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
7139,CASH IN HAND,60+,11,2013,61,150000,120000+,54,0.597474346,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7140,Three Wheeler-Lease-Registered,36-48,11,2013,37,150000,120000+,44,0.62782487,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
7141,Three Wheeler-Lease-Registered,48-60,13,2011,49,100000,100000-120000,49,0.588856577,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
7142,CASH IN HAND,24-36,8,2016,25,100000,100000-120000,34,0.28996488,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7143,Three Wheeler-Lease-Registered,48-60,9,2015,49,100000,100000-120000,45,0.573196135,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
7144,Three Wheeler-Lease-Registered,36-48,12,2012,37,100000,100000-120000,50,0.497789035,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7145,CASH IN HAND,60+,12,2012,61,420000,120000+,52,0.517745366,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7146,CASH IN HAND,48-60,9,2015,49,100000,100000-120000,47,0.724702632,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7147,CASH IN HAND,48-60,8,2016,49,100000,100000-120000,40,0.519543704,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,above 10 percentage,Green
7148,CASH IN HAND,60+,11,2013,61,70000,60000-80000,27,0.651091224,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7149,Three Wheeler-Lease-Registered,48-60,10,2014,49,150000,120000+,31,0.76739237,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,less than 2 percentage,Green
7151,Three Wheeler-Lease-Registered,48-60,11,2013,49,60000,60000-80000,55,0.554897143,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
7152,Three Wheeler-Lease-Registered,24-36,9,2015,25,100000,100000-120000,45,0.553102609,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7153,Three Wheeler-Lease-Registered,36-48,14,2010,43,50000,40000-60000,32,0.625163034,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
7154,Three Wheeler-Lease-Registered,60+,11,2013,61,150000,120000+,41,0.597857968,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
7155,CASH IN HAND,36-48,5,2019,37,80000,80000-100000,49,0.704491904,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
7157,CASH IN HAND,36-48,9,2015,37,80000,80000-100000,56,0.702725714,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Red
7158,Three Wheeler-Lease-Registered,48-60,14,2010,49,150000,120000+,34,0.631260787,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7159,Three Wheeler-Lease-Registered,48-60,15,2009,49,120000,120000+,42,0.632315481,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Red
7160,CASH IN HAND,36-48,8,2016,37,100000,100000-120000,43,0.685650139,Low_risk_sub_purpose_code,40-60,between 100 - 150 percentage,above 15 percentage,between 2- 5 percentage,Green
7161,CASH IN HAND,48-60,7,2017,49,120000,120000+,29,0.673732218,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7162,Three Wheeler-Lease-Registered,36-48,8,2016,37,120000,120000+,28,0.667788369,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7163,Three Wheeler-Lease-Registered,36-48,17,2007,37,55000,40000-60000,28,0.62708463,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
7164,CASH IN HAND,< 24,19,2005,19,50000,40000-60000,56,0.204326025,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
7165,Three Wheeler-Lease-Registered,48-60,13,2011,49,20000,< 40000,46,0.818087402,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
7166,CASH IN HAND,36-48,9,2015,37,120000,120000+,30,0.440973479,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,above 10 percentage,Green
7167,Three Wheeler-Lease-Registered,36-48,16,2008,37,100000,100000-120000,41,0.734220915,Medium_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7168,Three Wheeler-Lease-Registered,36-48,8,2016,37,100000,100000-120000,22,0.514057989,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
7169,CASH IN HAND,24-36,8,2016,25,150000,120000+,39,0.672856848,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7170,CASH IN HAND,48-60,17,2007,49,150000,120000+,32,0.712550769,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7171,CASH IN HAND,36-48,9,2015,37,150000,120000+,36,0.625695775,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
7172,Three Wheeler-Lease-Registered,60+,13,2011,61,150000,120000+,28,0.764189935,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
7173,Three Wheeler-Lease-Registered,48-60,9,2015,49,75000,60000-80000,36,0.740402609,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
7175,Three Wheeler-Lease-Registered,60+,8,2016,61,55000,40000-60000,22,0.814741164,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7176,Three Wheeler-Lease-Registered,24-36,10,2014,25,65000,60000-80000,43,0.528647399,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 5- 10 percentage,Green
7177,Three Wheeler-Lease-Registered,36-48,10,2014,37,150000,120000+,20,0.508345896,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
7179,Three Wheeler-Lease-Registered,48-60,13,2011,49,200000,120000+,57,0.587820085,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
7180,CASH IN HAND,48-60,9,2015,49,70000,60000-80000,44,0.538144566,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,above 15 percentage,between 2- 5 percentage,Red
7181,CASH IN HAND,24-36,12,2012,31,80000,80000-100000,35,0.635146845,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
7182,CASH IN HAND,48-60,15,2009,49,70000,60000-80000,41,0.699047164,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7183,CASH IN HAND,36-48,13,2011,37,85000,80000-100000,21,0.706931613,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
7184,CASH IN HAND,48-60,12,2012,49,100000,100000-120000,38,0.651277712,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
7185,CASH IN HAND,60+,12,2012,61,130000,120000+,47,0.518715975,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Red
7186,Three Wheeler-Lease-Registered,24-36,15,2009,25,70000,60000-80000,28,0.384331118,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
7187,CASH IN HAND,60+,6,2018,61,70000,60000-80000,43,0.455417861,Low_risk_sub_purpose_code,60-80,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
7188,Three Wheeler-Lease-Registered,36-48,9,2015,37,80000,80000-100000,22,0.466949296,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
7189,CASH IN HAND,48-60,9,2015,49,80000,80000-100000,36,0.396029524,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7190,Three Wheeler-Lease-Registered,60+,11,2013,61,100000,100000-120000,28,0.536442263,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
7191,Three Wheeler-Lease-Registered,60+,9,2015,61,100000,100000-120000,46,0.343175247,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
7192,CASH IN HAND,60+,11,2013,61,50000,40000-60000,57,0.493090476,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
7193,CASH IN HAND,24-36,17,2007,25,75000,60000-80000,27,0.346031071,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
7194,Three Wheeler-Lease-Registered,48-60,16,2008,49,80000,80000-100000,43,0.624482609,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
7195,CASH IN HAND,36-48,10,2014,37,80000,80000-100000,23,0.667902917,Medium_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7196,CASH IN HAND,36-48,18,2006,37,75000,60000-80000,42,0.651663768,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7197,Three Wheeler-Lease-Registered,60+,11,2013,61,70000,60000-80000,24,0.82737619,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
7198,Three Wheeler-Lease-Registered,60+,14,2010,61,110000,100000-120000,26,0.62238417,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
7199,CASH IN HAND,48-60,13,2011,49,100000,100000-120000,28,0.829742452,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 10 - 15 percentage,between 5- 10 percentage,Red
7200,CASH IN HAND,60+,14,2010,61,80000,80000-100000,28,0.784499862,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7201,CASH IN HAND,36-48,7,2017,37,100000,100000-120000,53,0.43599,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
7202,Three Wheeler-Lease-Registered,48-60,16,2008,49,150000,120000+,55,0.618449275,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
7203,Three Wheeler-Lease-Registered,48-60,15,2009,49,100000,100000-120000,21,0.622407973,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
7204,Three Wheeler-Lease-Registered,48-60,14,2010,49,50000,40000-60000,22,0.622220109,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
7205,CASH IN HAND,36-48,19,2005,37,60000,60000-80000,43,0.468385794,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
7207,Three Wheeler-Lease-Registered,36-48,18,2006,37,90000,80000-100000,35,0.627482927,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
7208,CASH IN HAND,48-60,9,2015,49,75000,60000-80000,56,0.556829808,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
7209,Three Wheeler-Lease-Registered,36-48,18,2006,37,70000,60000-80000,50,0.62817,Low_risk_sub_purpose_code,0-20,less than 50 percentage,less than 1 percentage,Missing,Red
7210,Three Wheeler-Lease-Registered,24-36,14,2010,25,80000,80000-100000,58,0.279337294,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
7212,Three Wheeler-Lease-Registered,60+,9,2015,61,75000,60000-80000,50,0.563125439,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
7213,Three Wheeler-Lease-Registered,36-48,15,2009,36,0,< 40000,42,0.417313433,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Red
7214,Three Wheeler-Lease-Registered,36-48,19,2005,36,75000,60000-80000,32,0.81062591,Low_risk_sub_purpose_code,below 0,between 50 - 100 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
7215,Three Wheeler-Lease-Registered,60+,13,2011,61,75000,60000-80000,38,0.827250581,Medium_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
